FlorentineDrawings_IdentifierBB1961,BB_1961_number_letter,,,,BB_1938_number_letter,BB_1938_FirstPageNumber,BB_1938_LastPageNumber,BB_1903_number_letter,BB_1903_number_sortable,BB_1903_FirstPageNumber,BB_1903_LastPageNumber,1903_IIIF_URL,1903_200px_image,1903_500px_image
0002101-Berenson,2101,,480,,2101,287,,2101,"2,101",146,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$307i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__307.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__307.jpg
0002102-Berenson,2102,,480,,2102,287,,2102,"2,102",146,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$307i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__307.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__307.jpg
0002103-Berenson,2103,,480,,2103,287,,2103,"2,103",146,147,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$307i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__307.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__307.jpg
0002104-Berenson,2104,,480,,2104,287,,2104,"2,104",147,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$310i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__310.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__310.jpg
0002105-Berenson,2105,,481,,2105,287,,2105,"2,105",147,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$310i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__310.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__310.jpg
0002106-Berenson,2106,,481,,2106,288,,2106,"2,106",147,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$310i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__310.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__310.jpg
0002107-Berenson,2107,,481,,2107,288,,2107,"2,107",147,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$310i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__310.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__310.jpg
0002108-Berenson,2108,,481,,2108,288,,2108,"2,108",147,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$310i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__310.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__310.jpg
0002109-Berenson,2109,,481,,2109,288,,2109,"2,109",147,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$310i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__310.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__310.jpg
0002110-Berenson,2110,,481,,2110,288,,2110,"2,110",147,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$310i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__310.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__310.jpg
0002111-Berenson,2111,,481,,2111,288,,2111,"2,111",147,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$310i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__310.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__310.jpg
0002112-Berenson,2112,,482,,2112,288,,2112,"2,112",147,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$310i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__310.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__310.jpg
0002113-Berenson,2113,,482,,2113,288,,2113,"2,113",147,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$310i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__310.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__310.jpg
0002114-Berenson,2114,,482,,2114,288,,2114,"2,114",147,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$310i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__310.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__310.jpg
0002115-Berenson,2115,,482,,2115,288,,2115,"2,115",147,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$310i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__310.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__310.jpg
0002116-Berenson,2116,,482,,2116,288,,2116,"2,116",147,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$310i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__310.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__310.jpg
0002117-Berenson,2117,,482,,2117,288,,2117,"2,117",147,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$310i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__310.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__310.jpg
0002118-Berenson,2118,,483,,2118,289,,2118,"2,118",147,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$310i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__310.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__310.jpg
0002119-Berenson,2119,,483,,2119,289,,2119,"2,119",148,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$311i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__311.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__311.jpg
0002120-Berenson,2120,,483,,2120,289,,2120,"2,120",148,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$311i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__311.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__311.jpg
0002121-Berenson,2121,,483,,2121,289,,2121,"2,121",148,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$311i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__311.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__311.jpg
0002122-Berenson,2122,,483,,2122,289,,2122,"2,122",148,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$311i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__311.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__311.jpg
0002123-Berenson,2123,,483,,2123,289,,2123,"2,123",148,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$311i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__311.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__311.jpg
0002124-Berenson,2124,,483,,2124,289,,2124,"2,124",148,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$311i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__311.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__311.jpg
0002125-Berenson,2125,,483,484,2125,289,,2125,"2,125",148,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$311i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__311.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__311.jpg
0002126-Berenson,2126,,484,,2126,289,,2126,"2,126",148,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$311i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__311.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__311.jpg
0002127-Berenson,2127,,484,,2127,289,,2127,"2,127",148,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$311i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__311.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__311.jpg
0002128-Berenson,2128,,484,,2128,289,,2128,"2,128",148,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$311i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__311.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__311.jpg
0002129-Berenson,2129,,484,,2129,289,,2129,"2,129",148,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$311i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__311.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__311.jpg
0002130-Berenson,2130,,484,,2130,289,,2130,"2,130",148,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$311i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__311.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__311.jpg
000601C-Berenson,601,C,,,601 C,63,,2131,"2,131",148,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$311i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__311.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__311.jpg
0002132-Berenson,2132,,484,,2132,289,,2132,"2,132",148,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$311i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__311.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__311.jpg
0002133-Berenson,2133,,484,,2133,289,,2133,"2,133",148,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$311i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__311.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__311.jpg
0002134-Berenson,2134,,484,,2134,289,,2134,"2,134",148,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$311i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__311.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__311.jpg
0002135-Berenson,2135,,484,,2135,289,,2135,"2,135",148,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$311i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__311.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__311.jpg
0002136-Berenson,2136,,485,,2136,289,290,2136,"2,136",148,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$311i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__311.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__311.jpg
0002137-Berenson,2137,,485,,2137,290,,2137,"2,137",148,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$311i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__311.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__311.jpg
0002138-Berenson,2138,,485,,2138,290,,2138,"2,138",148,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$311i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__311.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__311.jpg
0002139-Berenson,2139,,485,,2139,290,,2139,"2,139",148,149,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$311i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__311.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__311.jpg
0002140-Berenson,2140,,485,,2140,290,,2140,"2,140",149,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$314i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__314.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__314.jpg
0002141-Berenson,2141,,485,486,2141,290,,2141,"2,141",149,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$314i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__314.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__314.jpg
0002142-Berenson,2142,,486,,2142,290,,2142,"2,142",149,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$314i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__314.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__314.jpg
0002143-Berenson,2143,,486,,2143,290,,2143,"2,143",149,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$314i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__314.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__314.jpg
0002144-Berenson,2144,,486,,2144,290,,2144,"2,144",149,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$314i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__314.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__314.jpg
0002145-Berenson,2145,,486,,2145,290,,2145,"2,145",149,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$314i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__314.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__314.jpg
0002146-Berenson,2146,,486,,2146,290,,2146,"2,146",149,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$314i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__314.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__314.jpg
0002147-Berenson,2147,,486,487,2147,290,,2147,"2,147",149,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$314i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__314.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__314.jpg
0002148-Berenson,2148,,487,,2148,291,,2148,"2,148",149,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$314i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__314.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__314.jpg
0002149-Berenson,2149,,487,,2149,291,,2149,"2,149",149,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$314i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__314.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__314.jpg
0002150-Berenson,2150,,487,,2150,291,,2150,"2,150",149,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$314i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__314.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__314.jpg
0002151-Berenson,2151,,487,,2151,291,,2151,"2,151",149,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$314i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__314.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__314.jpg
0002152-Berenson,2152,,487,,2152,291,,2152,"2,152",149,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$314i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__314.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__314.jpg
0002153-Berenson,2153,,487,488,2153,291,,2153,"2,153",149,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$314i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__314.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__314.jpg
0002154-Berenson,2154,,488,,2154,291,,2154,"2,154",149,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$314i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__314.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__314.jpg
0002155-Berenson,2155,,488,,2155,291,,2155,"2,155",149,150,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$314i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__314.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__314.jpg
0002156-Berenson,2156,,488,,2156,291,,2156,"2,156",150,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$315i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__315.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__315.jpg
0002157-Berenson,2157,,488,,2157,291,,2157,"2,157",150,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$315i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__315.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__315.jpg
0002158-Berenson,2158,,488,489,2158,292,,2158,"2,158",150,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$315i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__315.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__315.jpg
0002159-Berenson,2159,,489,,2159,292,,2159,"2,159",150,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$315i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__315.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__315.jpg
0002160-Berenson,2160,,490,,2160,292,,2160,"2,160",150,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$315i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__315.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__315.jpg
0002161-Berenson,2161,,490,,2161,292,,2161,"2,161",150,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$315i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__315.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__315.jpg
0002162-Berenson,2162,,490,,2162,292,293,2162,"2,162",150,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$315i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__315.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__315.jpg
0002163-Berenson,2163,,490,,2163,293,,2163,"2,163",150,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$315i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__315.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__315.jpg
0002164-Berenson,2164,,491,,2164,293,,2164,"2,164",150,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$315i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__315.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__315.jpg
0002165-Berenson,2165,,491,,2165,293,,2165,"2,165",150,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$315i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__315.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__315.jpg
0002166-Berenson,2166,,491,,2166,293,,2166,"2,166",150,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$315i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__315.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__315.jpg
0002167-Berenson,2167,,491,,2167,293,,2167,"2,167",150,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$315i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__315.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__315.jpg
0002168-Berenson,2168,,491,,2168,293,,2168,"2,168",150,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$315i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__315.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__315.jpg
0002169-Berenson,"2,169",,,,2169,293,,2169,"2,169",151,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$318i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__318.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__318.jpg
0002170-Berenson,2170,,491,,2170,293,,2170,"2,170",151,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$318i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__318.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__318.jpg
0002171-Berenson,"2,171",,,,2171,293,,2171,"2,171",151,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$318i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__318.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__318.jpg
0002172-Berenson,"2,172",,,,2172,293,,2172,"2,172",151,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$318i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__318.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__318.jpg
0002173-Berenson,2173,,492,,2173,293,,2173,"2,173",151,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$318i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__318.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__318.jpg
0002174-Berenson,2174,,492,,2174,293,294,2174,"2,174",151,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$318i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__318.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__318.jpg
0002175-Berenson,"2,175",,,,2175,294,,2175,"2,175",151,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$318i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__318.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__318.jpg
0002176-Berenson,"2,176",,,,2176,294,,2176,"2,176",151,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$318i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__318.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__318.jpg
0002177-Berenson,"2,177",,,,2177,294,,2177,"2,177",151,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$318i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__318.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__318.jpg
0002178-Berenson,"2,178",,,,2178,294,,2178,"2,178",151,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$318i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__318.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__318.jpg
0002179-Berenson,"2,179",,,,2179,294,,2179,"2,179",151,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$318i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__318.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__318.jpg
0002180-Berenson,"2,180",,,,2180,294,,2180,"2,180",151,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$318i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__318.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__318.jpg
0002181-Berenson,"2,181",,,,2181,294,,2181,"2,181",151,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$318i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__318.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__318.jpg
0002182-Berenson,"2,182",,,,2182,294,,2182,"2,182",151,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$318i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__318.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__318.jpg
0002183-Berenson,"2,183",,,,2183,295,,2183,"2,183",151,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$318i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__318.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__318.jpg
0002184-Berenson,"2,184",,,,2184,295,,2184,"2,184",151,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$318i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__318.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__318.jpg
0002185-Berenson,"2,185",,,,2185,295,,2185,"2,185",151,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$318i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__318.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__318.jpg
0002186-Berenson,"2,186",,,,2186,295,,2186,"2,186",152,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$319i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__319.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__319.jpg
000601D-Berenson,601,D,,,601 D,63,,2187,"2,187",152,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$319i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__319.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__319.jpg
0002188-Berenson,"2,188",,,,2188,295,,2188,"2,188",152,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$319i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__319.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__319.jpg
0002189-Berenson,"2,189",,,,2189,295,,2189,"2,189",152,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$319i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__319.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__319.jpg
0002190-Berenson,"2,190",,,,2190,295,,2190,"2,190",152,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$319i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__319.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__319.jpg
